"Mass","L1a_1","L1a_2","L1a_3","L1a_4","L1a_5","L1a_6","L1a_7","L1a_8","L1b_1","L1b_2","L1b_3","L1b_4","L1b_5","L1b_6","L1b_7","L1b_8","L21a_1","L21a_2","L21a_3","L21a_4","L21a_5","L21a_6","L21b_1","L21b_2","L21b_3","L21b_4","L21b_5","L21b_6","L21b_7","L21b_8"
529.98,73.49,37.87,95.75,77.78,57.45,116.98,78.19,61.58,0,1.65,10.12,4.38,1.46,7.82,4.71,4.75,6.6,14.54,25.18,0,7.24,5.02,7.79,0,11.94,37.24,0,9.5,34.1,3.01
530.57,0,0,0.86,0,84.28,99.38,0,114.85,6.85,0.92,8.63,7.02,0.84,6.28,0.52,4.03,10.23,10.28,7,14.71,8.21,13.3,4.54,6.14,7.75,21.72,7.62,9.02,14.03,12.44
531.14,131.21,102.13,104.88,84.86,72.39,25.99,89.28,13.18,5.73,14.91,14.01,12.47,5.14,3.19,7.69,19.57,5.1,0,0,8.81,2.66,3.1,0,0,16.79,2.46,0,0,3.6,30.09
531.7,36.71,25.75,51.97,11.74,0,34.78,0,24.7,0.82,10.06,5.72,3.17,5.27,1.89,2.47,5.85,974.9,288.83,853.02,790.17,672.27,251.94,327.25,294.8,366.76,876.27,766.06,690.76,730.16,740.86
532.3,38.6,39.37,39.81,21.5,198.42,65.99,45.11,29.17,12.18,5.41,4.01,5.54,8.14,2.32,12.52,8.02,41.01,96.51,64.67,38.87,29.97,40.72,57.39,37.63,91.16,51.44,54.99,34.78,75.35,25.43
532.87,82.11,102.82,64.66,50.29,50.05,57.09,59.24,56.35,1.49,10.81,7.46,0.87,19.1,22.49,5.36,18.94,70.5,51.48,37,18.25,46.69,51.77,32.86,35.26,55.97,22.48,32.23,20.2,33.41,25.94
533.46,16.78,48.08,27.94,18.57,39.07,35.29,11.69,3.34,0,4.88,4.08,1.65,5.79,4.54,6.24,5.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534.03,48.89,24.8,60.08,49.36,23.15,56.93,19.75,14.39,25.01,8.69,30.84,10.61,40.61,28.64,30.47,44.33,7823.26,7591.9,7048.42,7084.38,6689.59,5740.03,2623.52,6882.27,8770.92,7253.67,7367.24,7025.46,7113.91,7477.05
534.59,5.85,0,13.24,0,5.03,4.49,19.97,11.91,5.47,10.55,13.6,12.94,11.43,18.86,10.77,5.45,552.74,564.38,355.91,515.05,398.68,1011.16,561.84,552.04,560.27,496.23,509.12,609.9,425.11,455.31
535.16,77.99,64.72,29.14,317.69,305.16,73.88,202.87,93.09,16.1,27.31,14.25,24.1,15.94,31.68,11.57,69.92,1348.59,1207.11,1060.99,1158.6,915.07,0,1375.97,1291.21,1236.33,1261.94,1300.14,1243.3,852.71,1247.64
535.73,344.51,0,58.71,59.28,182.52,254.31,214.01,196.26,2.14,5.08,0.26,0.8,14.53,3.25,7.01,5.8,283.71,462.05,448.36,564.55,205.95,275.53,446.98,179.53,652.56,399.68,464.51,224.53,433.04,549.73
536.37,1.77,239.97,22.92,30.63,0,0.25,12.58,4.45,5,4.42,3.25,4.81,3.43,6.62,4.78,3.16,21.06,0,3.31,0,59.48,24.08,0,43.24,0,0,0,37.71,0,0
536.94,27.27,3.67,0,15.13,45.72,30.95,9.13,14.58,1.14,2.39,10.84,3.1,0.6,5.53,4.59,14.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537.54,4.31,31.98,35.27,1.04,2.22,0,1.07,0,9.37,2.39,1.86,8.53,13.73,5.05,4.49,4.73,19.67,16.2,7.4,13.33,18.72,7.59,0,5.24,0,0,6.96,0,0,2.2
538.11,228.33,257.3,189.43,127.13,225.7,154,94.3,100.35,5.96,4.33,7.15,10.01,2.48,11.29,12.1,7.36,0,0,14.93,19.47,2.6,0,15.05,7.58,14.22,13.4,0,0,30.99,23.98
538.67,53.89,23.24,8.73,8.14,10.68,26.98,9.05,12.78,0.1,2.5,5.76,5.31,6.67,2.65,9.44,6.99,31.82,28.1,19.71,20.08,36.17,8.85,38.12,24.18,37.29,17.88,18.77,18.4,16.72,40.06
539.24,10.69,9.56,46.22,13.64,67.88,45.21,33.4,12.68,8.49,3.04,0.87,7.75,1.84,17.12,3.16,8.29,379.56,250.7,312.72,295.83,340.96,57.05,259.41,52.88,129.55,79.7,110.26,99.08,75.41,71.51
539.81,5.22,0,10.18,2.59,0.79,4.91,5.47,1.34,1.24,6.56,2.31,0.75,0.75,2.1,3,3.85,45.59,35.47,41.3,14.59,13.51,43.8,30.09,41.92,50.94,18.71,38.97,8.7,39,37.29
540.39,40.56,48.21,39.33,23.85,61.53,26.14,40.31,53.8,2.84,15.19,4.31,20.26,6.07,8.39,15.9,20.5,65.19,38.33,36.16,27.4,43.6,22.33,30.22,33.76,37.55,21.81,21.46,19.21,143.01,46.37
540.96,13.61,16.09,23.39,15.48,22.64,19.14,24.78,17.16,7.02,13.51,24.62,13.75,26.53,17.49,6.68,33.48,113.38,15.44,39.46,120.65,26.54,16,17.23,85.1,26.06,39,53.25,25.89,8.42,24.4
541.52,0.37,7.58,8.9,0,2.48,0.72,18.54,0,4.36,2.99,0,5.68,1.68,0.65,5.95,1.3,51.75,26.51,27.19,14,24.3,15.75,14.98,41.56,21.42,19.55,2.44,18.94,23.5,40.01
542.08,255.33,136.48,185.4,155.23,114.07,139.89,163.4,154.01,85.08,97.82,51.04,113.91,78.94,45.7,50.65,82.62,15.57,22.21,47.7,18.48,24.76,16.75,33.25,45.48,55.33,16.58,50.19,5.17,64.88,32.9
542.64,135.26,216.54,136.55,74.09,123.96,101.14,59.63,29.91,19.46,1.37,38.96,0,67.59,61.14,40.58,24.37,47.09,17.4,82.61,39.18,17.94,62.84,5.07,39.24,71.12,31.01,12.21,99.27,64.07,85.8
543.21,12.86,0,0,3.74,9.15,9.26,1.32,5.16,2.13,78.47,8.05,70.74,0,1.28,14.29,5.47,5.62,8.43,17.2,28.57,10.55,3.22,20.01,3.97,12.7,8.43,16.52,0,8.45,23.86
543.84,737.8,924.36,801.34,468.1,745.46,645.01,436.06,285.92,3.13,7.68,2.26,4.21,0.32,4.5,21.3,1.98,82.72,96.34,90.77,11.86,13.14,35.88,11.35,93.31,27.16,67.31,69.37,72.5,40.74,14.69
544.41,4.73,0,3.39,0,0,0,0,0,1.11,8.15,1.32,8.13,6.96,4.2,2.81,1.72,5.75,7.14,6.31,11.57,6.07,9.27,11.43,0,3.14,0,5.94,6.3,7.12,7.53
544.97,152.18,181.24,101.76,185.08,110.14,117.11,94.34,101.09,11.34,5.25,11,35.9,12.33,19.93,6.42,11.44,17.13,7.97,69,35.91,98.34,10.77,19.39,13.7,21.08,106.9,143.74,25.12,11.31,49.58
545.66,669.82,738.56,584.37,676.49,471.2,761.22,420.18,433.96,1.66,15.78,30.93,1.94,8.45,4.53,3.05,3.74,12.38,36.36,0,22.61,0,9.37,0,4.87,0,0,0,6.57,0,6.82
546.22,0,0,0,0,2.46,0,0.43,0,34.95,15.02,10.62,28.11,24.77,47.98,31.86,15.59,37.66,43.86,17.45,12.67,18.46,23.76,20.6,40.91,36.05,14.54,19.38,12.97,13.34,6.22
546.81,132.51,110.5,58.95,128.74,51.44,107.29,117.23,169.08,2.05,9.11,14.05,0.82,2.33,8.45,4.33,0,15.44,8.6,7.8,7.07,4.99,6.13,7.54,7.88,15.98,0,6.52,5.78,10.2,0
547.37,16.68,12.47,35.85,10.77,3.78,19.96,14.48,0,7.56,14.81,11.56,14.6,2.25,5.87,5.05,8.91,12.49,45.84,59.99,47.57,32.67,22.42,38.19,29.7,24.01,6.93,13.23,11.34,28.16,39.39
547.93,28.21,27.67,73.99,73.95,26.81,46.36,60.14,16.34,9.29,4.6,6.57,6.29,12.2,10.02,1.81,5.92,21.63,5.71,9.17,15.34,12.93,7.38,14.87,9.88,33.53,23.5,7.65,36.67,21.53,13.77
548.53,1.06,0,10.18,0,0,0,4.45,5.78,0.42,16.7,2.82,3.02,4.03,0,9.94,3.52,105.25,82.95,28.99,45.81,15.89,53.56,70.82,53.1,13.82,37.86,37.54,40.2,54.35,8.53
549.13,58.2,82.66,42.97,53.16,40.42,54.29,120.94,211.72,7.32,3.02,1.91,3.93,2.7,0.55,5.11,0,2.3,2.14,4.19,4.21,0.26,6.22,5.32,16.55,6.7,2.74,6.09,0,0.73,0
549.73,1169.1,1224.88,945.83,686.92,893.97,603.51,765.35,549.67,0,1.25,1.65,0,0,9.04,0,11.89,11.15,12.92,2.98,8.62,26.93,26.49,16.6,0,25.18,5.65,16.11,8.34,11.46,21.16
550.29,4.08,2.01,0.52,0,1.84,7.77,0,1.87,6.14,14.99,28.59,12.71,8.21,10.69,36.19,3.22,1.63,0,0,0,0,0,1.94,1.85,0.85,0,0,0,0,0
550.85,202.34,269.86,155.28,107.25,146.8,100.78,258.59,184.7,5.93,5.97,8.56,4.95,12.77,12.72,11.78,7.97,16.83,10.02,18.31,5.72,4.81,8.4,18.85,27.3,27.34,14.5,8.83,24.27,25.42,14.42
551.41,17.83,15.96,18.86,4.03,12.76,13.82,0,4.83,15.13,18.22,16.92,35.57,7.56,5.93,14.56,23.65,10.81,8.32,0,9.04,3.5,26.08,15.36,8.94,3.69,0,2.08,5.8,9,3.85
552.01,35.03,42.11,31.15,23.13,43.96,30.7,59.55,30.21,8.26,11.87,69.85,24.94,4.5,23.47,46.17,168.89,78.37,36.79,224.84,218.88,184.99,107.66,218.03,236.17,199.72,252.25,210.47,195.68,278.28,282.69
552.63,131.7,0,0,0,0,72.58,108.9,157.81,71.35,81,10.56,71.54,151.94,32.13,1.17,0,223.3,159.09,15.09,10.33,29.2,233.03,25.05,37.2,11.2,17.52,17.64,8.3,4.08,3.7
553.2,21.93,56.93,75.36,96.51,17.01,1.26,4.24,8.75,49.76,29.23,7.37,41.62,22.37,38.71,55.75,38.23,50.49,32.19,28.06,48.48,10.33,0,10.05,26.85,58.06,43.19,40.21,17.51,32.34,49.49
553.88,619.03,105.02,169.05,256.36,40.42,270.79,195.32,255.04,329.37,362.79,124.11,174.96,155.25,121.91,76.32,128.83,0,0,0,0,0,16.46,0,0,0,0,0,0,0,0
554.48,6,0,25.67,0,0,15.44,0,0,0.19,0,0,15.94,50.45,42.73,32.44,0,1169.38,1605.17,1540.15,1766.12,1561.38,1349.47,1686.27,1541.74,1908.84,1424.83,1511.85,1528.91,1854.62,1952.02
555.08,69.34,138.11,49.72,53.24,8.52,36.73,67.6,84.3,23.71,19.86,77.55,13.56,30.71,51.77,76.8,34.3,256.03,308.18,388.88,347.91,327.37,240.48,383.69,335.21,394.89,331.96,313.28,314.53,391.29,390.22
555.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,0,0,0,0,0,9.69,3.4,0,12.6,0,0,0,1.07,0,0
556.2,82.49,139.82,108.92,104.31,95.74,103.85,67.49,77.74,16.59,105.49,64.74,77.19,71.45,98.14,134.39,105.04,841.2,749.19,649.21,750.56,716.31,443.15,719.2,665.07,709.42,690.46,691.14,652.81,586.05,688.86
556.76,78.51,39.31,22.19,5.94,1.82,15.29,55.21,66.06,6.24,2.09,8.29,3.43,4.09,0,1.47,10.29,11.1,2.42,0,0,4.68,39.78,1.25,0,0.89,0,1.04,0,0,0
557.33,24.31,20.13,11.48,56.45,56.45,13.61,21.4,6.97,38.4,18.39,20.45,57.24,5.06,19.11,8.92,7.46,248.85,234.75,174.04,203.5,186.76,85.39,207.13,176.23,201.16,189.69,221.81,166.03,140.26,205.36
557.92,331.94,357.05,101.01,212.87,283.77,117.89,243.1,33.52,169.77,147.29,35.06,165.7,186.49,40.97,193.46,216.31,401.9,10.23,261.46,283.28,332.32,61.75,313.62,266.34,319.32,1.63,303.95,275.07,0,371.77
558.53,1.31,3.14,6.02,1.8,0,0.78,17.49,0,0,4.41,3.4,5.38,2.59,8.9,3.61,3.73,0,290.44,0,0,5.43,0,0,1.15,0,204.65,0,0,289.55,0
559.12,53.9,56.36,6.96,15.41,22.88,37.36,27.32,51.64,18.31,15.27,8.78,15.83,26.51,22.06,8.52,13.91,57.54,69.37,32.46,26.56,23.18,33.2,56.02,40.81,40.77,32.58,57.78,24.12,0,17.8
559.68,28.77,0,0,0.82,12.21,2.06,14.29,11.02,5.91,0,12.51,31.25,38.96,16.33,24.26,9.69,14.39,6.92,20.79,24.88,54.71,12.07,16.13,15.52,78.49,20.64,10.39,45.84,169.66,53.56
560.24,27.48,40.37,25.86,17.58,45.67,31.93,7.3,6.97,17.53,30.21,40.57,12.38,19.31,32.54,16.93,61.85,49.99,16.97,51.34,31.66,30.43,10.52,17.43,37.47,51.37,29.19,28.67,47.52,38.05,7.94
560.81,123.1,316.34,50.51,224.11,77.42,188.76,63.43,92,44.53,5.05,65.27,36.66,61.79,79.92,74.23,30.43,9.27,23.24,14.15,16.96,5.6,28.45,14.22,14.37,16.55,24.65,5.44,42.96,3.52,22.14
561.37,16.22,0,6.81,9.25,9.66,2.09,12.01,3.26,3.21,0,4.82,6.72,18.99,13.53,8.76,9.63,42.18,30.44,9.27,32.13,26.47,3.44,51.35,43.9,69.23,36.1,45.35,30.5,51.62,32.03
561.93,71.45,52.91,72.76,71.75,39.11,87.67,61.02,54.34,22.24,42.5,20.51,18.47,36.86,39,43.89,92.62,46.77,0,0,59.14,41.19,13.39,35.99,3.05,2.07,5.68,22.34,5.61,2.53,32.02
562.52,49.05,0,48.31,0,0,0,50.08,0,69.92,63.07,81.18,66.87,79.15,80.9,63.29,0,0.72,42.04,43.59,0,0,7.48,0,42.48,58.15,25.89,0,7.88,18.49,4.36
563.08,32.49,89.62,93.96,44.06,49.29,89.91,35.08,71.84,35.63,19.27,38.61,24.45,25.73,51.18,24.28,35.1,120.19,68.14,38.03,25.58,31.66,17.41,28,28.26,94.27,24.56,14.72,59.06,78.38,17.48
563.67,36.86,19.43,24.09,24.56,13.61,20.1,6.51,30.83,13.36,4,14.71,1.76,6.89,7.79,0,11.85,5.44,0,8.64,6.96,12.89,9.06,9.95,0.93,4.81,0,4,13.78,1.46,5
564.23,89.03,72.77,72.28,29.13,84.26,58.42,80.68,46.4,80.1,87.47,102.4,106.77,144.96,105.1,87.01,79.84,107.98,62.63,135.28,88.4,94.83,49.89,71.98,65.28,52.91,64.86,103.51,42.7,99.45,41.85
564.81,191.14,223.65,193.01,196.7,152.45,181.8,205.22,16.21,136.01,130.24,140.53,63.88,63.61,77.53,161.95,61.8,8.89,22.54,16.85,27.63,94.18,58.13,43.05,120.61,11.64,19.74,12.26,17.28,17.34,86.89
565.42,0,0,0.29,0,0,1.18,0,0,0,0,0.68,14.81,5.49,3.7,0,11.12,12.72,8.44,17.95,2.95,3.93,0,6.89,1.18,135.69,11.1,18.63,17.85,2.71,1.7
565.99,254.52,403.29,245.9,178.38,252.01,169.96,180.64,156.95,124.65,151.1,173.16,154.76,132.38,126.17,164.53,192.59,48.35,7.45,50.31,35.33,36.68,12.16,54.78,66.56,46.48,1.75,19.45,2.94,15.03,19.83
566.55,0,0,1.96,4.57,3.94,0,5.01,0,14.96,0,21.56,21.98,32.45,1.85,0,0,4.73,39.38,8.67,23.6,9.31,3.86,12.65,5.81,7.93,47.28,6.44,43.52,24.82,9.2
567.12,18.35,91.04,77.23,83.18,22.75,57.45,58.83,55.22,15.78,21.67,26.31,19.44,17.35,13.77,47.23,27.8,17.62,23.3,7.58,36.44,15.77,8.83,24.1,18.68,17.15,22.18,8.12,15.1,18.83,25.13
567.71,616.98,510.88,403.37,446.63,322.19,431.73,354.86,377.88,137.55,196.94,145.36,181.25,160.39,171.23,228.9,178.05,3.81,5.58,3.32,1.22,5.74,38.06,1.81,4.77,2.33,2.23,1.93,4.22,2.63,1.71
568.29,1.78,0,0,0.58,0.88,0,2.64,2.42,4.12,0,9.34,7.37,8.76,7.15,5.95,1,9.28,43.07,17.44,35.41,45.75,14.09,32.49,29.34,48.06,27.05,32.44,35.39,20.86,39.23
568.86,152.58,105.84,70.19,78.42,37.72,90.16,114.94,190.24,3.57,12.54,24.42,21.49,24.95,10.92,47.23,6.68,95.63,75.56,150.46,136.29,39,177.52,28.99,61.54,52.98,107.53,90.14,56.42,51.79,127.44
569.44,5.88,3.49,3.51,3.32,6.13,0.53,0,5.27,1.3,14.69,4.54,17.83,11.8,4.93,9.92,18.08,9.41,20.07,22.94,0,16.97,0,1.64,16.08,18.53,0,0,9.41,0,1.33
570.01,28.45,37.77,40.74,40.75,52.19,37.53,100.67,47.19,19.17,17.23,26.12,30.42,79.54,43.89,21.7,22.34,1069.48,1020.3,797.22,900.88,951.26,637.4,946.56,886.17,940.39,901.61,931.62,893.02,821.25,883.69
570.58,8.08,0,2.44,2.72,1.17,0,0,0,0,3.02,0.18,2.01,1.8,0,0,0,0,0,0,0,0,3.17,0,2.11,0,0,0,0,0,0
571.14,37.1,135.29,49.81,173.09,39.39,29.83,249.29,351.38,23.28,11.39,131.72,119.12,129.52,22.25,184.86,7.29,371.37,329.97,280.83,297.54,347.02,77.42,248.74,255.16,283.72,225.69,279.84,291.64,274.88,288.18
571.8,0,186.3,8.5,0,62.6,8.29,0,24.84,5.9,6.21,125.58,0,0.15,0,0,4.33,0,0,0,0,0,6679.89,0,0,0,0,8970.91,8706.57,0,0
572.51,203.96,0,91.4,135.3,0.88,85.07,187.69,24.94,147.23,102.23,6.73,177.26,173.59,191.62,180.78,169.02,9568.57,8759.55,8588.57,8428.31,8414.18,34.95,9771.17,8891.08,9570.31,8941.58,0,0,8424.75,8919.1
573.07,40.81,9.93,18.29,39.38,34.59,50.17,26.32,182.98,26.06,89.11,34.41,33.8,42.81,20.48,24.64,7.22,2654.98,2565.4,2393,2410.17,2388.41,1876.3,2783.9,2518.95,2628.49,2511.94,2569.94,2515.74,2231.53,2594.76
573.74,0,4.01,9.31,9.02,2.74,6.96,0,10.29,0,3.44,0.81,0.67,4.11,4.65,1.56,0,240,254.88,206.42,219.74,179.53,165.12,231.35,259.77,257.29,199.45,222.14,210.77,201.93,193.18
574.38,49.8,41.71,18.32,19.8,39.3,19.42,16.33,6.85,34.14,20.32,54.2,42.97,7.37,62.68,42.4,11.43,3696.69,3724.8,3435.21,3247.97,3172.67,2644.45,4081.23,3626.67,3755.38,3495.81,3470.13,3500.27,3551.07,3714.32
574.95,144.72,25.47,91.94,84.76,36.57,52.37,63.98,137.48,24.6,18.81,16.42,23.75,23.34,18.83,11.34,22.84,949.84,855.67,752.57,825.72,798.82,620.37,903.73,809.79,949.84,843.77,843.3,848.2,857.11,893.54
575.61,0,0,0,0,14.21,0,0,121.17,0,0,1.24,0,0,0,4.73,0,343.73,318.94,257.26,250.68,305.16,244.27,349.62,309.07,310.71,295.19,268.01,285.01,270.06,323.05
576.17,118.76,38.25,32.32,50.48,13.14,86.14,109.74,10.39,39.74,51.9,35.33,49.14,36.57,76.36,51.03,23.42,241.21,149.43,199.78,199.78,173.75,123.23,185.95,173.39,192.56,165.09,147.53,199.5,139.63,218.74
576.73,43.4,64.19,14.03,19.09,41.38,9.85,50,77.16,6.22,26.93,29.7,13.23,23.74,37.9,50.73,13.98,178.24,139.06,85.74,105.41,140.6,74.83,118.03,153.54,52.05,95.1,117.7,102.28,94.2,85.87
577.3,58.97,19.24,7.82,14.64,47.59,15.84,28.48,8.85,21.25,19.42,24.65,47.82,35.92,19.74,27.19,11.11,201.93,186.47,199.69,177.65,185.84,144.96,208.94,175.89,240.43,173.17,199.81,164.12,189.77,183.75
577.86,6.93,4.54,1.18,0,0.64,8.38,19.3,27.63,2.9,0.72,0,2.75,3.59,0,0,7.88,123.43,106.57,79.65,76.43,91.22,103.47,113.48,85.43,109.08,86.48,84.55,110.44,107.38,84.75
578.49,28.99,71.63,71.29,54.46,56.93,6.51,21.25,5.82,13.17,12.7,31.07,26,12.64,55.98,43.97,39.72,105.89,84.58,101.15,76.02,80.57,51.49,65.82,38.63,66.53,54.4,90.77,61.33,58.34,60.41
579.05,10.16,21.73,65.66,47.64,13.99,18.01,5.55,1.82,26.83,27.08,17.69,1.78,11.13,11.36,27.89,23.35,309.02,279.7,270.46,262.59,266.01,176.29,295.24,236.4,309.01,260.15,234.08,237.34,265.44,265.69
579.62,4.43,18.38,0,1.27,0,6.45,15.74,0,8.34,9.1,3.28,26.48,0,10.8,0,0.49,16.93,15.01,0,19.85,31.89,5.96,30.15,35.16,34.6,2.99,23.71,12.09,0,11.22
580.18,7.78,31.09,25.9,27.23,16.58,10.45,3.92,41.48,26.2,22.52,11.15,22.1,7.64,19.46,11.36,11.72,100.52,91.54,109.54,98.94,110.29,79.32,126.48,112.39,80.93,85.68,128.37,108.12,112.08,106.67
580.76,10.3,7.99,13.02,11.09,6.84,2.17,12.26,26.58,1.74,2.57,6.73,0.77,3.88,0,4.9,3.04,41.93,36.44,29.33,36.65,33.99,36.54,34.85,15.52,42.21,45.05,36.03,36.14,38.06,32.77
581.32,2.41,27.74,11.62,9.7,22.44,6.57,3.56,5.85,20.55,2.8,13.59,40.08,5.86,27.56,10.37,15.27,185.11,159.11,154.37,157.14,154.09,109.45,190.45,147.33,174.06,161.68,126.76,173.76,158.89,168.71
581.89,45.34,17.62,37.14,56.14,22.56,9.25,18.96,15.25,5.93,7.36,17.36,26.19,4.07,20.12,12.97,12.99,20.77,25.16,14.92,17.94,7.99,4.7,24.33,25.25,18.79,5.73,24.89,13.53,21.38,10.38
582.46,0,0,36.87,0.25,0.7,0,23.02,7.16,15.56,15.15,43.84,0.03,23.85,30.32,31.46,35.32,134.07,137.89,122.2,99.43,121.04,122.51,119.84,121.39,129.8,123.47,104.63,106.29,122.72,108.33
583.02,122.61,54.69,15.78,40.6,26.44,26.17,20.29,65.11,5.68,30.46,11.14,10.34,12.52,12.89,16.22,10.35,67.14,0,53.82,41.23,34.15,27.4,49.94,43.41,0,8.11,32.12,47.83,7.83,48.58
583.63,57.11,0,0,0,0,0,0,178.22,0,0,0,0,0,0,0,0,35.14,40.5,57.77,46.87,44.55,13.16,43.84,54.74,59.66,38.6,67.92,27.67,37.23,15.7
584.2,3.64,228.43,237.77,218.93,39.32,160.52,198.21,0,50.25,51.72,44.29,35.25,127.28,45.82,146.68,172.89,39.83,24.9,30.07,26.27,30.58,23.36,25.72,47.21,28.85,42.41,30.34,29.8,23.5,34.38
584.76,15.63,95.7,23.29,50.89,35.97,10.54,59.13,55.74,15.64,5.2,27.67,23.39,18.56,15.81,12.68,17.38,94.99,93.67,75.19,89.47,79.35,101.97,47.91,74.6,21.64,66.56,66.86,78.45,73.21,95.88
585.35,9.01,21.73,0,8.29,3.6,4.17,5.32,5.5,2.12,5.36,17.5,16.49,20.72,18.33,8.03,23.87,63.64,35.63,65.49,64.57,61.07,35.31,39.57,60.33,59.47,22.92,41.71,55.38,61.49,66.25
585.91,1186.79,2193.92,1977.99,971.24,1724.83,1439.5,756.28,429.25,884.36,1235.37,1083.45,935.59,899.87,1302.79,1118.83,1164,104.45,17.35,25.47,6.67,25.13,66.07,12.05,29.38,6.74,92.58,6.76,105.28,11.49,22.67
586.47,0,0.12,3.64,0,1.02,0,0.52,3.71,4.05,2.42,0,2.68,5.41,0,0,2.35,3.22,86.21,110.67,122.96,124.12,0,150.79,124.92,154.74,0,124.8,0,119.46,97.19
587.03,266.53,382.59,305.29,164.79,221.42,227.57,194.93,182.38,118.54,110.23,102.82,86.8,99.36,202.81,186.53,95.79,16.35,50.71,18.02,64.7,44.41,106.47,108.92,54.08,118.85,89.89,28.73,32.16,31.87,43.13
587.61,2.49,0,25.79,6.48,0,3.18,0.62,0,0,9.58,6.64,1.98,0,2.11,0,0,0,0,20.3,0,1.85,0,0,0.87,0,2.06,0,0,22.31,0
588.17,47.89,42.2,113.23,93.55,12.55,83.45,84.47,70.3,56.79,12.32,39.55,13.48,18.23,29.91,82.16,30.35,432.84,403.06,371.82,387.71,385.56,256.78,377.84,344.29,422.44,380.86,424.21,349.42,367.53,379.73
588.76,8.03,13.72,2.92,4.23,31.75,16.39,3.67,38.46,0.1,3.89,0.42,0,10.25,17.25,0.77,4.35,1.06,0.84,1.38,9.63,0.53,3.58,1.61,0.48,1.99,9.7,4.02,9.21,2.02,4.64
589.33,16.93,12.29,22.12,8.17,7.54,7.51,18.55,2.04,11.1,11.67,13.22,16.83,10.28,10.07,24.47,13.37,155.19,113.93,137.06,141.14,109.29,15.89,103.48,86.85,119.2,117.69,122.22,89.65,129.91,91.01
589.9,94.15,37.87,22,28.95,16.66,12.92,21.13,104.26,16.25,10.31,9.58,14.44,28.72,16.3,18.81,16.47,196.44,159.22,26.96,183.28,156.59,87.72,183.63,37.28,192.32,160.37,72.07,158.09,71.38,85.41
590.51,2.84,15.9,9.04,13.73,6.85,7,20.72,8.68,11.11,6.16,5.68,0,18.63,4.58,3.46,12.32,0,0,27.18,0,13.73,118.39,0,16.25,35.01,0,15.18,7.77,9,4.19
591.11,120.66,106.68,72.06,62.55,50.13,70.06,105.35,152.61,16.38,4.45,39,28.38,20.27,20.27,60.06,34.34,29.18,24.08,14.36,42.76,17.39,3.88,33.25,5.29,16.36,12.47,3.15,24.93,10.69,26.52
591.67,30.39,8.3,6.22,0,4.28,13.44,17.22,26.29,8.33,0,1.33,6.96,4.5,16.25,1.68,4.01,66.5,45.68,49.09,13.49,59.52,83.92,55.48,60.64,16.11,52.11,39.46,41.22,51.19,64.51
592.23,52.54,51.31,39.58,52.71,51.33,42.97,37.36,16.52,56.34,69.21,68.42,62.68,71.57,46.89,28.31,54.1,48.83,61.46,96.47,68.2,76.49,28.99,49.97,90.68,83.55,95.44,59.67,81.94,81.37,81.35
592.79,19.48,153.98,88.47,10.36,70.86,16.77,108.39,129.5,9.18,15.21,12.89,10.71,6.69,21.69,18.93,55.28,46.93,24.02,33.66,50.54,40.12,113.87,37.16,10.13,66.59,42.23,26.73,124.92,64.17,49.1
593.66,0,0,0,0,0,18.31,3.15,32.66,16.3,0,0,23.94,0,28.55,13.73,19.33,34.16,27.71,0,10.35,17.24,21.21,38.32,12.43,0,24.47,21.57,0,28.23,23.05
594.23,30.61,70.66,43.57,82.4,40.71,23.73,37.89,8.22,4.2,24.09,22.37,2.65,36.98,13.32,19.07,9.46,51.09,66.06,155.14,40.8,73.85,8.21,84.91,55.31,162.16,71.76,43.55,28.53,86.9,8.67
594.79,68.13,71.82,42.25,60.21,50.53,56.17,80.74,18.95,5.2,2.96,17.44,22.52,28.69,44.47,62.59,33.16,7.67,16.47,8.27,2.85,9.05,41.61,6.41,1.28,0,16.24,6.68,4.86,8.8,0.73
595.36,11.45,14.7,32.6,18.04,16.91,11.05,16.37,20.91,35.49,52.95,14.93,12.93,20.4,23.82,20.3,27.55,197.49,172.73,139.2,180.75,166.02,117.54,168.8,159.13,186.08,170.86,131.7,123.26,170.41,178.32
595.93,36.94,10.68,18.9,12.47,2.4,11.96,30.77,43.01,2.41,7,9.34,10.81,17.82,19.27,7.32,6.27,2.51,0.89,57.01,58.42,0,38.9,2.71,18.91,0,60.37,26.35,0,0,5.15
596.5,0.98,5.19,0.76,0.37,7.11,7.77,4.89,2,0.48,2,2.69,8.97,1.02,7.98,4.05,6.65,69.91,88.01,0,7.72,89.6,132.97,39.67,4.95,81.21,7.16,1.04,25.94,40.35,43.85
597.15,39.55,18.88,8.4,11.85,18.69,9.8,15.07,124.18,8.07,25.73,15.4,16.34,7.11,18.94,20.15,24.1,62.09,64.77,64.35,51.21,55.12,20.43,62.39,67.14,53.53,49.58,70.58,35.37,58.45,45.15
597.72,73.11,0,38.47,13.1,30.72,40.82,44.91,60.21,7.07,40.14,0,45,0,35.82,33.76,0,0,0,0,8.83,1.72,16.53,1.41,0,1.44,0,1.62,0.66,0.41,1.63
